rmse_improvement
-6.852860428645044522e-01
2.974819337282738729e+01
2.317548389924647267e+01
2.302592594763922307e+00
-1.932176273678965117e+01
-7.405395106538233563e+01
-7.923808423955250646e+00
3.729641248312745461e+01
-2.303508167649999905e+01
-3.007885615523818501e+01
7.647025932499502687e-01
-5.321293247949819261e+01
5.983882035118881504e+00
-1.338298243142369870e+01
-3.011383952893487503e+01
-1.599218882312072765e+01
-4.259428018391599835e+01
-6.197509503874840675e+00
-1.103981762717987181e+01
-2.174972056172964585e+01
-9.213823590499345073e+00
3.667026999550387245e+00
9.782319448442621024e+00
1.757472464912152077e+01
-1.077583784505478093e+01
-3.161993985258004614e+01
-2.657168795009027917e+00
-2.974499460777957438e+01
-4.774888468252754592e+00
-2.821082311265476505e+01
-1.860254274684263009e+01
1.767849399943628441e+01
-8.363104226726846946e+00
-4.133149258167802031e+01
3.766363639915543615e+01
-2.615363350375665163e+01
-2.433138945868728342e+01
-3.168255366028228082e+01
-3.957913793904978661e+01
-1.571197617467916530e+01
-9.498984427383135198e+00
-6.788596770748844733e+01
-2.913753106385541969e+00
4.578196907421784090e+00
1.158208906717348441e+01
-1.939018536061496434e-01
-1.546821770541819774e+01
-4.193135814519615678e+01
-1.451666539381423604e+01
-7.961258300577753744e-01
-4.819550068893670414e+01
-3.419231001560109462e+01
-1.495272578497304039e+01
-2.708260331434405543e+01
-3.847059404147745454e+01
-1.046939449970375335e+01
-8.106469369434705641e+00
-1.964080393316004347e+01
-1.458652644180375546e+00
-7.254379618817100095e+01
1.247807069028260685e+01
-3.068642471295365226e+01
-3.532885964838808945e+01
-4.862388994736221548e+01
-5.879680875873472701e+01
-1.499382044260175917e+01
-1.105915957049549547e+01
-1.188880537011317529e+01
-5.020383188055302526e+01
-6.133916702996674530e+01
-7.289621200358993747e+00
3.672551466790906716e+00
-1.589596458381919319e+00
1.012933083613256713e+01
-2.506891984751010227e+01
-1.290798778981786654e+01
-3.684002628818836911e+01
-4.368226853483750460e+01
-1.071231629897718562e+01
-1.223325346523890289e+01
-1.246674530376452594e+00
-1.108891530844405793e+01
7.164837488124931042e+00
-5.093448734629305363e+01
-4.015613437949440367e+01
-4.394009742101067673e+01
-1.921324512658895856e+01
-1.738103722845849575e+01
-2.122620979149309051e+01
1.117044761521609075e+01
-2.670318927772007100e+01
-1.563888195756598520e+01
-4.941415398249461077e+00
-2.517046921413000860e+01
-6.877400616505781272e+00
-3.612293986019324166e+01
-1.934546742553848730e+01
-3.852244408623081995e+01
-2.274647318311608046e+01
-2.183371286146262946e+01
-4.058531940101448754e+01
1.154706228766414711e+01
-4.483234589744353116e+01
-2.412318308656801946e+01
-9.430566249580641625e+01
-4.116485246317762403e+01
-8.927204817286082061e+00
9.531155832012217388e+00
-2.088862713390017234e+01
-3.797310267408320783e+01
-1.645854172945865912e+01
7.097376065276677082e+00
-2.421601428658391342e+01
-2.121197329913775320e+01
-2.795474515787091718e+01
-4.902580648838755906e+01
-2.402427918098879900e+00
3.080308570599552809e+01
1.714640725493705986e+01
2.296040643648271384e+01
-6.358933359236601746e+00
-3.458495721554783131e+01
-4.143719203450999089e+01
-1.376841050674667599e+01
-2.713464532224369918e+01
-6.808100601498949800e-01
1.942464345483273291e+00
-3.633407350748507270e+01
-2.249386027609469352e+01
3.240907058015551456e+00
-3.408489594951015533e+01
-2.444836138235615408e+00
-2.248136671262764708e+01
-1.169982663411585122e+01
-1.601547268492083731e+01
-2.972614047076186239e+01
-2.792815557202413856e+01
-1.254040399102757419e+01
-2.212529570410336532e+01
-1.354138498711986927e+01
-5.873655338313056973e+01
-2.207609325634302877e+01
-8.351333073600073931e+00
1.003286362597302173e+01
7.070488191224740149e+00
-3.386548686998239077e+01
3.102783493948464866e+00
-3.178603526937337165e+00
-5.931811204672649751e+01
-3.917125023551901108e+01
-1.933518119209833230e+01
-5.078792773350045309e+00
-5.972331100913578439e+01
9.638446491216029699e+00
1.501805784396907484e+00
-2.824338576400850798e+01
-1.544472254174633008e+01
8.510947805575483471e+00
-2.867128518272352267e+00
-2.643949093400544825e+01
8.564604113405209773e+00
-3.978868303182977684e+01
-1.173309448295933066e+01
-6.800236843297881251e+00
-6.879364894575670064e+01
-1.501739847659638372e+01
-4.084357709722510776e+01
-2.258970014318990138e+01
-2.577016210099893101e+01
-4.318447006506295338e+01
-1.765148960647596255e+01
-2.423254799060592291e+01
-1.219077396563505999e+00
-3.350671562366665057e+01
1.064287692576897371e-01
-3.616028612007684728e+01
-1.309911639900929003e+01
1.637312451049169226e+01
-3.580541813369961801e+00
-3.359581386590065222e+00
-4.053532881644258623e+00
-1.361805706627976065e+01
-2.228888066764125142e+01
-2.862664563973851273e+00
-2.795153991022795026e+01
-2.574698413895129079e+01
-4.490483178459277269e+01
-3.379399108050617428e+01
-3.449879397059601160e+01
1.150628114683300396e+01
1.630301016419630855e+01
1.492493902296976671e+01
-1.752531841094281617e+00
-3.780607816045358049e+01
-4.844844149614991125e+01
-2.735121259917647762e+01
-4.667034447951417064e+01
-2.073067299586688250e+01
-7.067586731753243612e+01
-9.624919065549306652e+00
-2.298303614022245256e+01
-3.481470642632581303e+01
