model,forecast_years,rmse,mae,mape_percent,r2
Persistence,12,70.01060514902966,59.456666666666706,2.4003530175359478,0.4914823420669542
Residual Ridge,12,89.67335558434443,60.768293813069626,2.4486723933593275,0.1657327067585469
Residual SVR,12,108.15177531547401,87.71114237247286,3.582783189344036,-0.21351648549496272
PG-LiteTransformer,12,85.00377272851351,66.91714325268288,2.6812695966752367,0.2503565030625776
