date,tmean_c,tmax_c,tmin_c,dtr_c,relative_humidity_pct,soil_moisture_0_7cm_m3m3,gdd_base10,heat_day_tmax_ge35,cold_day_tmin_lt13,available_grid_count
2023-05-11,22.02857142857143,24.042857142857144,20.571428571428573,3.4714285714285715,90.0,0.41028571428571425,12.028571428571428,0,0,7
2023-05-12,21.714285714285715,24.75714285714286,19.442857142857143,5.314285714285717,73.28571428571429,0.3901428571428571,11.714285714285715,0,0,7
2023-05-13,19.885714285714283,21.042857142857144,19.142857142857142,1.9000000000000021,87.14285714285714,0.4175714285714286,9.885714285714283,0,0,7
2023-05-14,19.928571428571427,22.12857142857143,18.3,3.828571428571429,86.57142857142857,0.40785714285714286,9.928571428571427,0,0,7
2023-05-15,24.157142857142855,29.5,18.87142857142857,10.62857142857143,80.0,0.3861428571428571,14.157142857142855,0,0,7
2023-05-16,26.685714285714287,31.585714285714285,22.17142857142857,9.414285714285715,79.71428571428571,0.36114285714285715,16.685714285714287,0,0,7
2023-05-17,29.271428571428572,34.92857142857143,23.857142857142858,11.071428571428573,73.42857142857143,0.33599999999999997,19.271428571428572,0,0,7
2023-05-18,28.485714285714288,33.34285714285714,24.157142857142855,9.185714285714287,79.71428571428571,0.3158571428571429,18.485714285714288,0,0,7
2023-05-19,28.099999999999998,32.971428571428575,24.599999999999998,8.371428571428577,82.28571428571429,0.31185714285714283,18.099999999999998,0,0,7
2023-05-20,28.714285714285715,33.07142857142857,24.12857142857143,8.94285714285714,79.42857142857143,0.308,18.714285714285715,0,0,7
2023-05-21,29.885714285714283,34.67142857142857,25.47142857142857,9.2,72.85714285714286,0.29000000000000004,19.885714285714283,0,0,7
2023-05-22,29.62857142857143,36.07142857142857,23.7,12.37142857142857,73.71428571428571,0.274,19.62857142857143,1,0,7
2023-05-23,23.928571428571427,28.728571428571428,20.771428571428572,7.9571428571428555,77.14285714285714,0.31614285714285717,13.928571428571427,0,0,7
2023-05-24,25.24285714285714,28.82857142857143,22.057142857142857,6.771428571428572,79.85714285714286,0.329,15.24285714285714,0,0,7
2023-05-25,26.97142857142857,31.5,23.928571428571427,7.571428571428573,84.14285714285714,0.34614285714285714,16.97142857142857,0,0,7
2023-05-26,27.214285714285715,31.085714285714285,24.057142857142857,7.0285714285714285,81.57142857142857,0.35828571428571426,17.214285714285715,0,0,7
2023-05-27,27.757142857142856,31.75714285714286,24.285714285714285,7.471428571428575,79.28571428571429,0.3365714285714286,17.757142857142856,0,0,7
2023-05-28,28.071428571428573,31.771428571428572,24.442857142857143,7.328571428571429,78.14285714285714,0.31842857142857145,18.071428571428573,0,0,7
2023-05-29,28.87142857142857,33.457142857142856,24.642857142857142,8.814285714285713,72.85714285714286,0.30014285714285716,18.87142857142857,0,0,7
2023-05-30,29.557142857142857,34.871428571428574,24.114285714285717,10.757142857142856,72.14285714285714,0.277,19.557142857142857,0,0,7
2023-05-31,30.74285714285714,36.800000000000004,24.914285714285715,11.88571428571429,66.28571428571429,0.25485714285714284,20.74285714285714,1,0,7
2023-06-01,31.157142857142855,37.128571428571426,25.285714285714285,11.842857142857142,62.57142857142857,0.23557142857142857,21.157142857142855,1,0,7
2023-06-02,31.828571428571426,37.699999999999996,27.014285714285712,10.685714285714283,67.85714285714286,0.223,21.828571428571426,1,0,7
2023-06-03,31.12857142857143,36.94285714285714,26.62857142857143,10.314285714285713,66.57142857142857,0.21471428571428572,21.12857142857143,1,0,7
2023-06-04,31.085714285714285,36.25714285714286,26.74285714285714,9.51428571428572,65.0,0.21028571428571427,21.085714285714285,1,0,7
2023-06-05,29.614285714285717,34.91428571428572,26.0,8.914285714285718,72.0,0.21785714285714283,19.614285714285717,0,0,7
2023-06-06,27.585714285714285,31.014285714285712,24.928571428571427,6.085714285714285,80.0,0.323,17.585714285714285,0,0,7
